Year,Month,Day,Count
2025,12,9,"6,768"
2025,12,10,"6,271"
2025,12,11,"6,763"
2025,12,12,"7,610"
2025,12,13,"7,461"
2025,12,14,"7,936"
2025,12,15,"7,305"
2025,12,16,"7,720"
2025,12,17,"7,561"
2025,12,18,"9,142"
2025,12,19,"9,525"
2025,12,20,"10,081"
2025,12,21,"10,245"
2025,12,22,"10,636"
2025,12,23,"10,281"
2025,12,24,"9,215"
2025,12,25,"11,111"
2025,12,26,"11,756"
2025,12,27,"12,397"
2025,12,28,"11,203"
2025,12,29,"10,177"
2025,12,30,"10,425"
2025,12,31,"7,118"
